"","X.1","X","pop","abs","tempo","conc","experiment","abs_norm","n_base","n_parasitos"
"638",638,638,"C73",0.168,4,150,"EXP2",0.2504,5e+05,335463.258785942
"639",639,639,"C85",0.169,4,150,"EXP2",0.237733333333333,5e+05,355440.269209198
"640",640,640,"C89",0.166,4,150,"EXP2",0.232266666666667,5e+05,357347.876004592
"641",641,641,"REF",0.184,4,150,"EXP2",0.2474,5e+05,371867.421180275
"642",642,642,"GSH1",0.205,4,150,"EXP2",0.248533333333333,5e+05,412419.527896996
"643",643,643,"C6",0.172,4,150,"EXP2",0.2342,5e+05,367207.514944492
"644",644,644,"C7",0.168,4,150,"EXP2",0.223066666666667,5e+05,376569.037656904
"645",645,645,"C44",0.17,4,150,"EXP2",0.213066666666667,5e+05,398936.170212766
"646",646,646,"C58",0.171,4,150,"EXP2",0.229266666666667,5e+05,372928.17679558
"647",647,647,"C67",0.164,4,150,"EXP2",0.2242,5e+05,365744.870651204
"648",648,648,"C73",0.173,4,150,"EXP2",0.2504,5e+05,345447.284345048
"649",649,649,"C85",0.167,4,150,"EXP2",0.237733333333333,5e+05,351233.875490746
"650",650,650,"C89",0.166,4,150,"EXP2",0.232266666666667,5e+05,357347.876004592
"651",651,651,"REF",0.208,4,150,"EXP2",0.2474,5e+05,420371.86742118
"652",652,652,"GSH1",0.211,4,150,"EXP2",0.248533333333333,5e+05,424490.343347639
"653",653,653,"C6",0.172,4,150,"EXP2",0.2342,5e+05,367207.514944492
"654",654,654,"C7",0.171,4,150,"EXP2",0.223066666666667,5e+05,383293.48475792
"655",655,655,"C44",0.169,4,150,"EXP2",0.213066666666667,5e+05,396589.486858573
"656",656,656,"C58",0.172,4,150,"EXP2",0.229266666666667,5e+05,375109.043326548
"657",657,657,"C67",0.169,4,150,"EXP2",0.2242,5e+05,376895.628902765
"658",658,658,"C73",0.17,4,150,"EXP2",0.2504,5e+05,339456.869009585
"659",659,659,"C85",0.166,4,150,"EXP2",0.237733333333333,5e+05,349130.67863152
"660",660,660,"C89",0.169,4,150,"EXP2",0.232266666666667,5e+05,363805.970149254
"661",661,661,"REF",0.263,4,0,"EXP3",0.356133333333333,5e+05,369243.728940472
"662",662,662,"GSH1",0.289,4,0,"EXP3",0.300333333333333,5e+05,481132.075471698
"663",663,663,"C6",0.272,4,0,"EXP3",0.224533333333333,5e+05,605700.712589074
"664",664,664,"C7",0.255,4,0,"EXP3",0.368,5e+05,346467.391304348
"665",665,665,"C44",0.226,4,0,"EXP3",0.307266666666667,5e+05,367758.732913864
"666",666,666,"C58",0.249,4,0,"EXP3",0.240933333333333,5e+05,516740.453790814
"667",667,667,"C67",0.227,4,0,"EXP3",0.241,5e+05,470954.356846473
"668",668,668,"C73",0.232,4,0,"EXP3",0.2194,5e+05,528714.676390155
"669",669,669,"C85",0.201,4,0,"EXP3",0.225866666666667,5e+05,444952.774498229
"670",670,670,"C89",0.238,4,0,"EXP3",0.217466666666667,5e+05,547210.300429185
"671",671,671,"REF",0.256,4,0,"EXP3",0.356133333333333,5e+05,359415.949082741
"672",672,672,"GSH1",0.289,4,0,"EXP3",0.300333333333333,5e+05,481132.075471698
"673",673,673,"C6",0.239,4,0,"EXP3",0.224533333333333,5e+05,532214.964370546
"674",674,674,"C7",0.237,4,0,"EXP3",0.368,5e+05,322010.869565217
"675",675,675,"C44",0.234,4,0,"EXP3",0.307266666666667,5e+05,380776.741158603
"676",676,676,"C58",0.249,4,0,"EXP3",0.240933333333333,5e+05,516740.453790814
"677",677,677,"C67",0.233,4,0,"EXP3",0.241,5e+05,483402.489626556
"678",678,678,"C73",0.229,4,0,"EXP3",0.2194,5e+05,521877.848678213
"679",679,679,"C85",0.201,4,0,"EXP3",0.225866666666667,5e+05,444952.774498229
"680",680,680,"C89",0.234,4,0,"EXP3",0.217466666666667,5e+05,538013.488657265
"681",681,681,"REF",0.28,4,0,"EXP3",0.356133333333333,5e+05,393111.194309247
"682",682,682,"GSH1",0.269,4,0,"EXP3",0.300333333333333,5e+05,447835.738068812
"683",683,683,"C6",0.255,4,0,"EXP3",0.224533333333333,5e+05,567844.418052257
"684",684,684,"C7",0.235,4,0,"EXP3",0.368,5e+05,319293.47826087
"685",685,685,"C44",0.224,4,0,"EXP3",0.307266666666667,5e+05,364504.23085268
"686",686,686,"C58",0.232,4,0,"EXP3",0.240933333333333,5e+05,481460.985058107
"687",687,687,"C67",0.228,4,0,"EXP3",0.241,5e+05,473029.045643153
"688",688,688,"C73",0.235,4,0,"EXP3",0.2194,5e+05,535551.504102097
"689",689,689,"C85",0.199,4,0,"EXP3",0.225866666666667,5e+05,440525.383707202
"690",690,690,"C89",0.247,4,0,"EXP3",0.217466666666667,5e+05,567903.126916002
"691",691,691,"REF",0.222,4,150,"EXP3",0.1908,5e+05,581761.006289308
"692",692,692,"GSH1",0.201,4,150,"EXP3",0.2116,5e+05,474952.741020794
"693",693,693,"C6",0.201,4,150,"EXP3",0.202533333333333,5e+05,496214.614878209
"694",694,694,"C7",0.194,4,150,"EXP3",0.187933333333333,5e+05,516140.475345867
"695",695,695,"C44",0.187,4,150,"EXP3",0.185333333333333,5e+05,504496.402877698
"696",696,696,"C58",0.192,4,150,"EXP3",0.232266666666667,5e+05,413318.025258324
"697",697,697,"C67",0.196,4,150,"EXP3",0.194666666666667,5e+05,503424.657534247
"698",698,698,"C73",0.207,4,150,"EXP3",0.195666666666667,5e+05,528960.817717206
"699",699,699,"C85",0.202,4,150,"EXP3",0.259733333333333,5e+05,388860.369609856
"700",700,700,"C89",0.212,4,150,"EXP3",0.194266666666667,5e+05,545641.729581331
"701",701,701,"REF",0.204,4,150,"EXP3",0.1908,5e+05,534591.194968553
"702",702,702,"GSH1",0.203,4,150,"EXP3",0.2116,5e+05,479678.638941399
"703",703,703,"C6",0.197,4,150,"EXP3",0.202533333333333,5e+05,486339.69716919
"704",704,704,"C7",0.194,4,150,"EXP3",0.187933333333333,5e+05,516140.475345867
"705",705,705,"C44",0.17,4,150,"EXP3",0.185333333333333,5e+05,458633.09352518
"706",706,706,"C58",0.201,4,150,"EXP3",0.232266666666667,5e+05,432692.307692308
"707",707,707,"C67",0.193,4,150,"EXP3",0.194666666666667,5e+05,495719.178082192
"708",708,708,"C73",0.204,4,150,"EXP3",0.195666666666667,5e+05,521294.71890971
"709",709,709,"C85",0.185,4,150,"EXP3",0.259733333333333,5e+05,356134.496919918
"710",710,710,"C89",0.199,4,150,"EXP3",0.194266666666667,5e+05,512182.566918325
"711",711,711,"REF",0.203,4,150,"EXP3",0.1908,5e+05,531970.649895178
"712",712,712,"GSH1",0.22,4,150,"EXP3",0.2116,5e+05,519848.771266541
"713",713,713,"C6",0.196,4,150,"EXP3",0.202533333333333,5e+05,483870.967741935
"714",714,714,"C7",0.196,4,150,"EXP3",0.187933333333333,5e+05,521461.511174175
"715",715,715,"C44",0.194,4,150,"EXP3",0.185333333333333,5e+05,523381.294964029
"716",716,716,"C58",0.201,4,150,"EXP3",0.232266666666667,5e+05,432692.307692308
"717",717,717,"C67",0.195,4,150,"EXP3",0.194666666666667,5e+05,500856.164383562
"718",718,718,"C73",0.162,4,150,"EXP3",0.195666666666667,5e+05,413969.33560477
"719",719,719,"C85",0.331,4,150,"EXP3",0.259733333333333,5e+05,637191.991786448
"720",720,720,"C89",0.157,4,150,"EXP3",0.194266666666667,5e+05,404083.733699382
"721",721,721,"REF",0.455,5,0,"EXP1",0.3144,5e+05,723600.508905852
"722",722,722,"GSH1",0.405,5,0,"EXP1",0.276733333333333,5e+05,731751.385208384
"723",723,723,"C6",0.398,5,0,"EXP1",0.282933333333333,5e+05,703345.900094251
"724",724,724,"C7",0.404,5,0,"EXP1",0.281,5e+05,718861.209964413
"725",725,725,"C44",0.442,5,0,"EXP1",0.2962,5e+05,746117.48818366
"726",726,726,"C58",0.364,5,0,"EXP1",0.276266666666667,5e+05,658783.783783784
"727",727,727,"C67",0.434,5,0,"EXP1",0.311266666666667,5e+05,697151.424287856
"728",728,728,"C73",0.404,5,0,"EXP1",0.275066666666667,5e+05,734367.426078526
"729",729,729,"C85",0.157,5,0,"EXP1",0.1872,5e+05,419337.606837607
"730",730,730,"C89",0.463,5,0,"EXP1",0.288933333333333,5e+05,801222.888786341
"731",731,731,"REF",0.436,5,0,"EXP1",0.3144,5e+05,693384.223918575
"732",732,732,"GSH1",0.415,5,0,"EXP1",0.276733333333333,5e+05,749819.320645628
"733",733,733,"C6",0.42,5,0,"EXP1",0.282933333333333,5e+05,742224.316682375
"734",734,734,"C7",0.421,5,0,"EXP1",0.281,5e+05,749110.320284698
"735",735,735,"C44",0.418,5,0,"EXP1",0.2962,5e+05,705604.321404456
"736",736,736,"C58",0.402,5,0,"EXP1",0.276266666666667,5e+05,727557.915057915
"737",737,737,"C67",0.411,5,0,"EXP1",0.311266666666667,5e+05,660205.611479974
"738",738,738,"C73",0.372,5,0,"EXP1",0.275066666666667,5e+05,676199.709161415
"739",739,739,"C85",0.156,5,0,"EXP1",0.1872,5e+05,416666.666666667
"740",740,740,"C89",0.487,5,0,"EXP1",0.288933333333333,5e+05,842754.960775265
"741",741,741,"REF",0.453,5,0,"EXP1",0.3144,5e+05,720419.847328244
"742",742,742,"GSH1",0.396,5,0,"EXP1",0.276733333333333,5e+05,715490.243314864
"743",743,743,"C6",0.404,5,0,"EXP1",0.282933333333333,5e+05,713949.104618285
"744",744,744,"C7",0.421,5,0,"EXP1",0.281,5e+05,749110.320284698
"745",745,745,"C44",0.464,5,0,"EXP1",0.2962,5e+05,783254.557731263
"746",746,746,"C58",0.392,5,0,"EXP1",0.276266666666667,5e+05,709459.45945946
"747",747,747,"C67",0.488,5,0,"EXP1",0.311266666666667,5e+05,783893.767402013
"748",748,748,"C73",0.367,5,0,"EXP1",0.275066666666667,5e+05,667111.003393117
"749",749,749,"C85",0.159,5,0,"EXP1",0.1872,5e+05,424679.487179487
"750",750,750,"C89",0.448,5,0,"EXP1",0.288933333333333,5e+05,775265.343793263
"751",751,751,"REF",0.193,5,150,"EXP1",0.226266666666667,5e+05,426487.919858574
"752",752,752,"GSH1",0.169,5,150,"EXP1",0.214266666666667,5e+05,394368.388301182
"753",753,753,"C6",0.171,5,150,"EXP1",0.2094,5e+05,408309.455587393
"754",754,754,"C7",0.173,5,150,"EXP1",0.209333333333333,5e+05,413216.560509554
"755",755,755,"C44",0.174,5,150,"EXP1",0.208466666666667,5e+05,417332.906939559
"756",756,756,"C58",0.176,5,150,"EXP1",0.2056,5e+05,428015.564202335
"757",757,757,"C67",0.175,5,150,"EXP1",0.211666666666667,5e+05,413385.826771654
"758",758,758,"C73",0.174,5,150,"EXP1",0.2082,5e+05,417867.435158501
"759",759,759,"C85",0.16,5,150,"EXP1",0.1958,5e+05,408580.183861083
"760",760,760,"C89",0.167,5,150,"EXP1",0.203666666666667,5e+05,409983.633387889
"761",761,761,"REF",0.191,5,150,"EXP1",0.226266666666667,5e+05,422068.355922216
"762",762,762,"GSH1",0.172,5,150,"EXP1",0.214266666666667,5e+05,401369.010578718
"763",763,763,"C6",0.171,5,150,"EXP1",0.2094,5e+05,408309.455587393
"764",764,764,"C7",0.177,5,150,"EXP1",0.209333333333333,5e+05,422770.700636943
"765",765,765,"C44",0.172,5,150,"EXP1",0.208466666666667,5e+05,412535.976974736
"766",766,766,"C58",0.171,5,150,"EXP1",0.2056,5e+05,415856.031128405
"767",767,767,"C67",0.18,5,150,"EXP1",0.211666666666667,5e+05,425196.850393701
"768",768,768,"C73",0.175,5,150,"EXP1",0.2082,5e+05,420268.972142171
"769",769,769,"C85",0.163,5,150,"EXP1",0.1958,5e+05,416241.062308478
"770",770,770,"C89",0.172,5,150,"EXP1",0.203666666666667,5e+05,422258.592471358
"771",771,771,"REF",0.2,5,150,"EXP1",0.226266666666667,5e+05,441956.393635828
"772",772,772,"GSH1",0.188,5,150,"EXP1",0.214266666666667,5e+05,438705.662725576
"773",773,773,"C6",0.184,5,150,"EXP1",0.2094,5e+05,439350.525310411
"774",774,774,"C7",0.177,5,150,"EXP1",0.209333333333333,5e+05,422770.700636943
"775",775,775,"C44",0.175,5,150,"EXP1",0.208466666666667,5e+05,419731.37192197
"776",776,776,"C58",0.171,5,150,"EXP1",0.2056,5e+05,415856.031128405
"777",777,777,"C67",0.177,5,150,"EXP1",0.211666666666667,5e+05,418110.236220472
"778",778,778,"C73",0.172,5,150,"EXP1",0.2082,5e+05,413064.361191162
"779",779,779,"C85",0.163,5,150,"EXP1",0.1958,5e+05,416241.062308478
"780",780,780,"C89",0.169,5,150,"EXP1",0.203666666666667,5e+05,414893.617021277
"781",781,781,"REF",0.622,5,0,"EXP2",0.351733333333333,5e+05,884192.570128885
"782",782,782,"GSH1",0.634,5,0,"EXP2",0.344466666666667,5e+05,920263.208825237
"783",783,783,"C6",0.546,5,0,"EXP2",0.303133333333333,5e+05,900593.798108643
"784",784,784,"C7",0.597,5,0,"EXP2",0.3604,5e+05,828246.392896781
"785",785,785,"C44",0.652,5,0,"EXP2",0.3204,5e+05,1017478.15230961
"786",786,786,"C58",0.606,5,0,"EXP2",0.4064,5e+05,745570.866141732
"787",787,787,"C67",0.631,5,0,"EXP2",0.321866666666667,5e+05,980219.552609776
"788",788,788,"C73",0.618,5,0,"EXP2",0.401133333333333,5e+05,770317.433937178
"789",789,789,"C85",0.617,5,0,"EXP2",0.327133333333333,5e+05,943040.554310169
"790",790,790,"C89",0.628,5,0,"EXP2",0.374266666666667,5e+05,838973.99358746
"791",791,791,"REF",0.62,5,0,"EXP2",0.351733333333333,5e+05,881349.507202426
"792",792,792,"GSH1",0.612,5,0,"EXP2",0.344466666666667,5e+05,888329.78517515
"793",793,793,"C6",0.587,5,0,"EXP2",0.303133333333333,5e+05,968220.804926325
"794",794,794,"C7",0.599,5,0,"EXP2",0.3604,5e+05,831021.087680355
"795",795,795,"C44",0.668,5,0,"EXP2",0.3204,5e+05,1042446.94132335
"796",796,796,"C58",0.613,5,0,"EXP2",0.4064,5e+05,754183.070866142
"797",797,797,"C67",0.634,5,0,"EXP2",0.321866666666667,5e+05,984879.867439934
"798",798,798,"C73",0.589,5,0,"EXP2",0.401133333333333,5e+05,734169.852085757
"799",799,799,"C85",0.621,5,0,"EXP2",0.327133333333333,5e+05,949154.269411045
"800",800,800,"C89",0.537,5,0,"EXP2",0.374266666666667,5e+05,717402.921268258
"801",801,801,"REF",0.66,5,0,"EXP2",0.351733333333333,5e+05,938210.765731615
"802",802,802,"GSH1",0.647,5,0,"EXP2",0.344466666666667,5e+05,939132.959163925
"803",803,803,"C6",0.5,5,0,"EXP2",0.303133333333333,5e+05,824719.595337585
"804",804,804,"C7",0.565,5,0,"EXP2",0.3604,5e+05,783851.2763596
"805",805,805,"C44",0.613,5,0,"EXP2",0.3204,5e+05,956616.729088639
"806",806,806,"C58",0.495,5,0,"EXP2",0.4064,5e+05,609005.905511811
"807",807,807,"C67",0.6,5,0,"EXP2",0.321866666666667,5e+05,932062.966031483
"808",808,808,"C73",0.607,5,0,"EXP2",0.401133333333333,5e+05,756606.282200432
"809",809,809,"C85",0.54,5,0,"EXP2",0.327133333333333,5e+05,825351.5386183
"810",810,810,"C89",0.639,5,0,"EXP2",0.374266666666667,5e+05,853669.397933737
"811",811,811,"REF",0.365,5,150,"EXP2",0.2474,5e+05,737671.786580437
"812",812,812,"GSH1",0.375,5,150,"EXP2",0.248533333333333,5e+05,754425.965665236
"813",813,813,"C6",0.324,5,150,"EXP2",0.2342,5e+05,691716.481639624
"814",814,814,"C7",0.297,5,150,"EXP2",0.223066666666667,5e+05,665720.263000598
"815",815,815,"C44",0.305,5,150,"EXP2",0.213066666666667,5e+05,715738.423028786
"816",816,816,"C58",0.374,5,150,"EXP2",0.229266666666667,5e+05,815644.082582146
"817",817,817,"C67",0.356,5,150,"EXP2",0.2242,5e+05,793933.987511151
"818",818,818,"C73",0.369,5,150,"EXP2",0.2504,5e+05,736821.086261981
"819",819,819,"C85",0.373,5,150,"EXP2",0.237733333333333,5e+05,784492.428491307
"820",820,820,"C89",0.343,5,150,"EXP2",0.232266666666667,5e+05,738375.43053961
"821",821,821,"REF",0.381,5,150,"EXP2",0.2474,5e+05,770008.084074373
"822",822,822,"GSH1",0.334,5,150,"EXP2",0.248533333333333,5e+05,671942.060085837
"823",823,823,"C6",0.326,5,150,"EXP2",0.2342,5e+05,695986.33646456
"824",824,824,"C7",0.311,5,150,"EXP2",0.223066666666667,5e+05,697101.016138673
"825",825,825,"C44",0.319,5,150,"EXP2",0.213066666666667,5e+05,748591.989987484
"826",826,826,"C58",0.367,5,150,"EXP2",0.229266666666667,5e+05,800378.016865368
"827",827,827,"C67",0.283,5,150,"EXP2",0.2242,5e+05,631132.917038359
"828",828,828,"C73",0.317,5,150,"EXP2",0.2504,5e+05,632987.220447284
"829",829,829,"C85",0.343,5,150,"EXP2",0.237733333333333,5e+05,721396.522714526
"830",830,830,"C89",0.343,5,150,"EXP2",0.232266666666667,5e+05,738375.43053961
"831",831,831,"REF",0.373,5,150,"EXP2",0.2474,5e+05,753839.935327405
"832",832,832,"GSH1",0.383,5,150,"EXP2",0.248533333333333,5e+05,770520.386266094
"833",833,833,"C6",0.347,5,150,"EXP2",0.2342,5e+05,740819.812126388
"834",834,834,"C7",0.317,5,150,"EXP2",0.223066666666667,5e+05,710549.910340705
"835",835,835,"C44",0.292,5,150,"EXP2",0.213066666666667,5e+05,685231.53942428
"836",836,836,"C58",0.356,5,150,"EXP2",0.229266666666667,5e+05,776388.485024716
"837",837,837,"C67",0.325,5,150,"EXP2",0.2242,5e+05,724799.286351472
"838",838,838,"C73",0.342,5,150,"EXP2",0.2504,5e+05,682907.348242812
"839",839,839,"C85",0.371,5,150,"EXP2",0.237733333333333,5e+05,780286.034772855
"840",840,840,"C89",0.337,5,150,"EXP2",0.232266666666667,5e+05,725459.242250287
"841",841,841,"REF",0.336,5,0,"EXP3",0.356133333333333,5e+05,471733.433171097
"842",842,842,"GSH1",0.357,5,0,"EXP3",0.300333333333333,5e+05,594339.622641509
"843",843,843,"C6",0.317,5,0,"EXP3",0.224533333333333,5e+05,705908.551068884
"844",844,844,"C7",0.3,5,0,"EXP3",0.368,5e+05,407608.695652174
"845",845,845,"C44",0.305,5,0,"EXP3",0.307266666666667,5e+05,496311.564330657
"846",846,846,"C58",0.321,5,0,"EXP3",0.240933333333333,5e+05,666159.380188157
"847",847,847,"C67",0.298,5,0,"EXP3",0.241,5e+05,618257.261410788
"848",848,848,"C73",0.29,5,0,"EXP3",0.2194,5e+05,660893.345487694
"849",849,849,"C85",0.303,5,0,"EXP3",0.225866666666667,5e+05,670749.704840614
"850",850,850,"C89",0.323,5,0,"EXP3",0.217466666666667,5e+05,742642.550582465
"851",851,851,"REF",0.346,5,0,"EXP3",0.356133333333333,5e+05,485773.118682141
"852",852,852,"GSH1",0.355,5,0,"EXP3",0.300333333333333,5e+05,591009.988901221
"853",853,853,"C6",0.304,5,0,"EXP3",0.224533333333333,5e+05,676959.619952494
"854",854,854,"C7",0.31,5,0,"EXP3",0.368,5e+05,421195.652173913
"855",855,855,"C44",0.343,5,0,"EXP3",0.307266666666667,5e+05,558147.103493165
"856",856,856,"C58",0.342,5,0,"EXP3",0.240933333333333,5e+05,709739.900387382
"857",857,857,"C67",0.33,5,0,"EXP3",0.241,5e+05,684647.302904564
"858",858,858,"C73",0.311,5,0,"EXP3",0.2194,5e+05,708751.139471285
"859",859,859,"C85",0.322,5,0,"EXP3",0.225866666666667,5e+05,712809.917355372
"860",860,860,"C89",0.311,5,0,"EXP3",0.217466666666667,5e+05,715052.115266707
"861",861,861,"REF",0.365,5,0,"EXP3",0.356133333333333,5e+05,512448.521153126
"862",862,862,"GSH1",0.337,5,0,"EXP3",0.300333333333333,5e+05,561043.285238624
"863",863,863,"C6",0.305,5,0,"EXP3",0.224533333333333,5e+05,679186.460807601
"864",864,864,"C7",0.322,5,0,"EXP3",0.368,5e+05,437500
"865",865,865,"C44",0.327,5,0,"EXP3",0.307266666666667,5e+05,532111.087003688
"866",866,866,"C58",0.321,5,0,"EXP3",0.240933333333333,5e+05,666159.380188157
"867",867,867,"C67",0.306,5,0,"EXP3",0.241,5e+05,634854.771784232
"868",868,868,"C73",0.325,5,0,"EXP3",0.2194,5e+05,740656.335460346
"869",869,869,"C85",0.326,5,0,"EXP3",0.225866666666667,5e+05,721664.698937426
"870",870,870,"C89",0.313,5,0,"EXP3",0.217466666666667,5e+05,719650.521152667
"871",871,871,"REF",0.25,5,150,"EXP3",0.1908,5e+05,655136.268343816
"872",872,872,"GSH1",0.229,5,150,"EXP3",0.2116,5e+05,541115.311909263
"873",873,873,"C6",0.224,5,150,"EXP3",0.202533333333333,5e+05,552995.391705069
"874",874,874,"C7",0.222,5,150,"EXP3",0.187933333333333,5e+05,590634.976942178
"875",875,875,"C44",0.217,5,150,"EXP3",0.185333333333333,5e+05,585431.654676259
"876",876,876,"C58",0.216,5,150,"EXP3",0.232266666666667,5e+05,464982.778415614
"877",877,877,"C67",0.23,5,150,"EXP3",0.194666666666667,5e+05,590753.424657534
"878",878,878,"C73",0.233,5,150,"EXP3",0.195666666666667,5e+05,595400.340715503
"879",879,879,"C85",0.229,5,150,"EXP3",0.259733333333333,5e+05,440836.755646817
"880",880,880,"C89",0.221,5,150,"EXP3",0.194266666666667,5e+05,568805.765271105
"881",881,881,"REF",0.227,5,150,"EXP3",0.1908,5e+05,594863.731656185
"882",882,882,"GSH1",0.227,5,150,"EXP3",0.2116,5e+05,536389.413988658
"883",883,883,"C6",0.222,5,150,"EXP3",0.202533333333333,5e+05,548057.93285056
"884",884,884,"C7",0.214,5,150,"EXP3",0.187933333333333,5e+05,569350.833628946
"885",885,885,"C44",0.215,5,150,"EXP3",0.185333333333333,5e+05,580035.971223022
"886",886,886,"C58",0.222,5,150,"EXP3",0.232266666666667,5e+05,477898.966704937
"887",887,887,"C67",0.218,5,150,"EXP3",0.194666666666667,5e+05,559931.506849315
"888",888,888,"C73",0.226,5,150,"EXP3",0.195666666666667,5e+05,577512.776831346
"889",889,889,"C85",0.227,5,150,"EXP3",0.259733333333333,5e+05,436986.652977413
"890",890,890,"C89",0.217,5,150,"EXP3",0.194266666666667,5e+05,558510.638297872
"891",891,891,"REF",0.209,5,150,"EXP3",0.1908,5e+05,547693.92033543
"892",892,892,"GSH1",0.221,5,150,"EXP3",0.2116,5e+05,522211.720226843
"893",893,893,"C6",0.215,5,150,"EXP3",0.202533333333333,5e+05,530776.826859776
"894",894,894,"C7",0.21,5,150,"EXP3",0.187933333333333,5e+05,558708.761972331
"895",895,895,"C44",0.214,5,150,"EXP3",0.185333333333333,5e+05,577338.129496403
"896",896,896,"C58",0.224,5,150,"EXP3",0.232266666666667,5e+05,482204.362801378
"897",897,897,"C67",0.219,5,150,"EXP3",0.194666666666667,5e+05,562500
"898",898,898,"C73",0.159,5,150,"EXP3",0.195666666666667,5e+05,406303.236797274
"899",899,899,"C85",0.212,5,150,"EXP3",0.259733333333333,5e+05,408110.882956879
"900",900,900,"C89",0.154,5,150,"EXP3",0.194266666666667,5e+05,396362.388469458
